year,Especialidad/SubEspecialidad_postulantes,Especialidad/SubEspecialidad_ingresantes,Universidad_postulantes,Universidad_ingresantes,gender,department_postulantes,department_ingresantes
2018,DERMATOLOGIA,DERMATOLOGIA,URP,URP,F,Lima,Lima
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,NEUROLOGIA,URP,USMP,F,Lima,Lima
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,M,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,DERMATOLOGIA,URP,URP,F,Lima,Lima
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,NA,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,DERMATOLOGIA,URP,URP,M,Lima,Lima
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,M,Lima,NA
2018,DERMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,ENDOCRINOLOGIA,ENDOCRINOLOGIA,URP,URP,F,Lima,Lima
2018,ENDOCRINOLOGIA,ENDOCRINOLOGIA,URP,URP,M,Lima,Lima
2018,ENDOCRINOLOGIA,NEUMOLOGIA,URP,URP,F,Lima,Lima
2018,ENDOCRINOLOGIA,NA,URP,NA,M,Lima,NA
2018,ENDOCRINOLOGIA,ENDOCRINOLOGIA,URP,URP,F,Lima,Lima
2018,ENDOCRINOLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,GERIATRIA,URP,USMP,F,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,M,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,MEDICINA INTERNA,URP,USMP,F,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,MEDICINA FAMILIAR Y COMUNITARIA,URP,UCSUR,M,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,M,Lima,Lima
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,NA,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,NA,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,NA,Lima,NA
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,M,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,M,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,M,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,PATOLOGIA CLINICA,URP,UPCH,F,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,NA,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,F,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,M,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GASTROENTEROLOGIA,GASTROENTEROLOGIA,URP,URP,M,Lima,Lima
2018,GASTROENTEROLOGIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,NA,URP,NA,NA,Lima,NA
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,GERIATRIA,URP,URP,M,Lima,Lima
2018,GERIATRIA,GERIATRIA,URP,URP,F,Lima,Lima
2018,GERIATRIA,NA,URP,NA,NA,Lima,NA
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,GERIATRIA,URP,URP,M,Lima,Lima
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,GERIATRIA,URP,URP,F,Lima,Lima
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,MEDICINA INTERNA,URP,UNSLGI,M,Lima,Ica
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,NA,URP,NA,F,Lima,NA
2018,GERIATRIA,GERIATRIA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,M,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,NA,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,UNA,M,Lima,Puno
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,NA,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,UNAP,M,Lima,Loreto
2018,GINECOLOGIA Y OBSTETRICIA,MEDICINA INTERNA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,NA,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,NA,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,M,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,UNAP,M,Lima,Loreto
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,MEDICINA FAMILIAR Y COMUNITARIA,URP,UCSUR,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,M,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,NA,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,MEDICINA INTENSIVA,URP,USMP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,UPAO,F,Lima,La Libertad
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,M,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,NA,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,M,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,NA,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,M,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,F,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,M,Lima,Lima
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,NA,URP,NA,F,Lima,NA
2018,GINECOLOGIA Y OBSTETRICIA,GINECOLOGIA Y OBSTETRICIA,URP,URP,F,Lima,Lima
2018,HEMATOLOGIA,HEMATOLOGIA,URP,URP,M,Lima,Lima
2018,HEMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,HEMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,HEMATOLOGIA,HEMATOLOGIA,URP,URP,M,Lima,Lima
2018,HEMATOLOGIA,HEMATOLOGIA,URP,URP,F,Lima,Lima
2018,HEMATOLOGIA,NA,URP,NA,F,Lima,NA
2018,INMUNOLOGIA Y ALERGIA,NA,URP,NA,M,Lima,NA
2018,INMUNOLOGIA Y ALERGIA,INMUNOLOGIA Y ALERGIA,URP,URP,F,Lima,Lima
2018,INMUNOLOGIA Y ALERGIA,NA,URP,NA,F,Lima,NA
2018,INMUNOLOGIA Y ALERGIA,NA,URP,NA,F,Lima,NA
2018,INMUNOLOGIA Y ALERGIA,NA,URP,NA,M,Lima,NA
2018,INMUNOLOGIA Y ALERGIA,INMUNOLOGIA Y ALERGIA,URP,URP,F,Lima,Lima
2018,INMUNOLOGIA Y ALERGIA,NA,URP,NA,M,Lima,NA
2018,INMUNOLOGIA Y ALERGIA,NA,URP,NA,F,Lima,NA
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,URP,M,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,URP,NA,NA,Lima,NA
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,URP,NA,M,Lima,NA
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,URP,F,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,USMP,M,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,URP,NA,F,Lima,NA
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,URP,NA,F,Lima,NA
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,URP,M,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,URP,M,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,URP,NA,F,Lima,NA
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,URP,NA,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,URP,F,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,URP,NA,Lima,Lima
2018,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,URP,NA,F,Lima,NA
2018,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,URP,URP,M,Lima,Lima
2018,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,NA,URP,NA,F,Lima,NA
2018,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,URP,URP,F,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,F,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,F,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,F,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,NA,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,F,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,NA,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,NA,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,F,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,F,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,F,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,M,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,F,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,F,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,NA,URP,NA,M,Lima,NA
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,F,Lima,Lima
2018,MEDICINA FISICA Y DE REHABILITACION,MEDICINA FISICA Y DE REHABILITACION,URP,URP,M,Lima,Lima
2018,MEDICINA INTENSIVA,MEDICINA INTENSIVA,URP,URP,M,Lima,Lima
2018,MEDICINA INTENSIVA,MEDICINA INTENSIVA,URP,URP,NA,Lima,Lima
2018,MEDICINA INTENSIVA,NA,URP,NA,NA,Lima,NA
2018,MEDICINA INTENSIVA,MEDICINA INTENSIVA,URP,URP,F,Lima,Lima
2018,MEDICINA INTENSIVA,NA,URP,NA,F,Lima,NA
2018,MEDICINA INTENSIVA,MEDICINA INTENSIVA,URP,URP,M,Lima,Lima
2018,MEDICINA INTENSIVA,MEDICINA INTENSIVA,URP,URP,NA,Lima,Lima
2018,MEDICINA INTENSIVA,MEDICINA INTENSIVA,URP,URP,M,Lima,Lima
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,M,Lima,Lima
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,F,Lima,Lima
2018,MEDICINA INTERNA,NA,URP,NA,F,Lima,NA
2018,MEDICINA INTERNA,NA,URP,NA,F,Lima,NA
2018,MEDICINA INTERNA,NA,URP,NA,F,Lima,NA
2018,MEDICINA INTERNA,NA,URP,NA,NA,Lima,NA
2018,MEDICINA INTERNA,NA,URP,NA,F,Lima,NA
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,F,Lima,Lima
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,M,Lima,Lima
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,M,Lima,Lima
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,F,Lima,Lima
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,M,Lima,Lima
2018,MEDICINA INTERNA,NA,URP,NA,M,Lima,NA
2018,MEDICINA INTERNA,NA,URP,NA,M,Lima,NA
2018,MEDICINA INTERNA,MEDICINA INTERNA,URP,URP,F,Lima,Lima
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,MEDICINA ONCOLOGICA,URP,URP,M,Lima,Lima
2018,MEDICINA ONCOLOGICA,NA,URP,NA,M,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,M,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,M,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,M,Lima,NA
2018,MEDICINA ONCOLOGICA,MEDICINA ONCOLOGICA,URP,URP,M,Lima,Lima
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,M,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,M,Lima,NA
2018,MEDICINA ONCOLOGICA,MEDICINA ONCOLOGICA,URP,URP,M,Lima,Lima
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,MEDICINA ONCOLOGICA,URP,URP,M,Lima,Lima
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,MEDICINA ONCOLOGICA,URP,URP,F,Lima,Lima
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA ONCOLOGICA,NA,URP,NA,F,Lima,NA
2018,MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE,MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE,URP,URP,F,Lima,Lima
2018,MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE,NA,URP,NA,F,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,M,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,M,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,M,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEFROLOGIA,MEDICINA DE EMERGENCIAS Y DESASTRES,URP,UNFV,F,Lima,Lima
2018,NEFROLOGIA,NA,URP,NA,M,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEFROLOGIA,NEFROLOGIA,URP,URP,F,Lima,Lima
2018,NEFROLOGIA,NEFROLOGIA,URP,URP,F,Lima,Lima
2018,NEFROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEFROLOGIA,NEFROLOGIA,URP,URP,F,Lima,Lima
2018,NEFROLOGIA,NEFROLOGIA,URP,URP,F,Lima,Lima
2018,NEFROLOGIA,NA,URP,NA,M,Lima,NA
2018,NEFROLOGIA,NEFROLOGIA,URP,URP,F,Lima,Lima
2018,NEFROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,M,Lima,NA
2018,NEFROLOGIA,NEFROLOGIA,URP,URP,M,Lima,Lima
2018,NEFROLOGIA,NEFROLOGIA,URP,URP,M,Lima,Lima
2018,NEFROLOGIA,NA,URP,NA,NA,Lima,NA
2018,NEFROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEUMOLOGIA,NA,URP,NA,F,Lima,NA
2018,NEUMOLOGIA,NEUMOLOGIA,URP,URP,F,Lima,Lima
2018,NEUMOLOGIA,NEUMOLOGIA,URP,URP,NA,Lima,Lima
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NEUROCIRUGIA,URP,URP,M,Lima,Lima
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,F,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,F,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,F,Lima,NA
2018,NEUROCIRUGIA,NA,URP,NA,F,Lima,NA
2018,NEUROCIRUGIA,NEUROCIRUGIA,URP,URP,M,Lima,Lima
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROCIRUGIA,NEUROCIRUGIA,URP,URP,M,Lima,Lima
2018,NEUROCIRUGIA,NEUROCIRUGIA,URP,URP,F,Lima,Lima
2018,NEUROCIRUGIA,NA,URP,NA,M,Lima,NA
2018,NEUROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEUROLOGIA,NEUROLOGIA,URP,URP,M,Lima,Lima
2018,NEUROLOGIA,MEDICINA FAMILIAR Y COMUNITARIA,URP,UPCH,M,Lima,Lima
2018,NEUROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEUROLOGIA,NEUROLOGIA,URP,URP,NA,Lima,Lima
2018,NEUROLOGIA,NA,URP,NA,F,Lima,NA
2018,NEUROLOGIA,NEUROLOGIA,URP,URP,M,Lima,Lima
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NEONATOLOGIA,URP,UNFV,M,Lima,Lima
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,OFTALMOLOGIA,URP,URP,F,Lima,Lima
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,OFTALMOLOGIA,URP,URP,F,Lima,Lima
2018,OFTALMOLOGIA,OFTALMOLOGIA,URP,URP,F,Lima,Lima
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,M,Lima,NA
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,OFTALMOLOGIA,URP,URP,F,Lima,Lima
2018,OFTALMOLOGIA,OFTALMOLOGIA,URP,URP,F,Lima,Lima
2018,OFTALMOLOGIA,NA,URP,NA,F,Lima,NA
2018,OFTALMOLOGIA,OFTALMOLOGIA,URP,URP,NA,Lima,Lima
2018,ORTOPEDIA Y TRAUMATOLOGIA,ORTOPEDIA Y TRAUMATOLOGIA,URP,URP,M,Lima,Lima
2018,ORTOPEDIA Y TRAUMATOLOGIA,ORTOPEDIA Y TRAUMATOLOGIA,URP,URP,M,Lima,Lima
2018,ORTOPEDIA Y TRAUMATOLOGIA,NA,URP,NA,M,Lima,NA
2018,ORTOPEDIA Y TRAUMATOLOGIA,NA,URP,NA,M,Lima,NA
