especialidad_postulantes,gender,year,universidad_postulantes,universidad_ingresantes,especialidad_ingresantes,ingreso
MEDICINA INTENSIVA,1,2023,EUPCH,UPCH,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,1,2023,UPCH,UPCH,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,1,2023,UPCH,UPCH,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,1,2023,UPCH,UPCH,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,1,2023,UPAO,UPAO,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,1,2023,UPC,NA,NA,0
MEDICINA INTENSIVA,NA,2013,UPAO,NA,NA,0
MEDICINA INTENSIVA,NA,2013,USMP,NA,NA,0
MEDICINA INTENSIVA,NA,2014,UNMSM,NA,NA,0
MEDICINA INTENSIVA,NA,2014,UNMSM,NA,NA,0
MEDICINA INTENSIVA,NA,2015,UCSM,NA,NA,0
MEDICINA INTENSIVA,NA,2015,UNMSM,NA,NA,0
MEDICINA INTENSIVA,NA,2015,UNPRG,NA,NA,0
MEDICINA INTENSIVA,NA,2015,UNSA,NA,NA,0
MEDICINA INTENSIVA,NA,2015,UNSAAC,NA,NA,0
MEDICINA INTENSIVA,NA,2015,UNSAAC,NA,NA,0
MEDICINA INTENSIVA,NA,2015,UPCH,NA,NA,0
MEDICINA INTENSIVA,NA,2015,URP,NA,NA,0
MEDICINA INTENSIVA,NA,2015,URP,NA,NA,0
MEDICINA INTENSIVA,NA,2015,USP,NA,NA,0
MEDICINA INTENSIVA,NA,2016,UNCP,NA,NA,0
MEDICINA INTENSIVA,NA,2016,UNMSM,NA,NA,0
MEDICINA INTENSIVA,NA,2016,UNPRG,UNPRG,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2016,UNSAAC,UNSAAC,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2016,UPCH,NA,NA,0
MEDICINA INTENSIVA,NA,2016,UPCH,UPCH,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2017,URP,NA,NA,0
MEDICINA INTENSIVA,NA,2017,URP,NA,NA,0
MEDICINA INTENSIVA,NA,2017,UNSA,UNSA,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2017,UNT,UNT,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2018,UNSA,UNSA,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2018,UNSAAC,NA,NA,0
MEDICINA INTENSIVA,NA,2018,UNMSM,UNPRG,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2018,UNMSM,UNMSM,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2018,UNPRG,UNPRG,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2018,URP,URP,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2018,URP,NA,NA,0
MEDICINA INTENSIVA,NA,2018,URP,URP,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2019,UNCP,NA,NA,0
MEDICINA INTENSIVA,NA,2019,URP,NA,NA,0
MEDICINA INTENSIVA,NA,2020,UNSA,UNSA,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,UNSAAC,NA,NA,0
MEDICINA INTENSIVA,NA,2020,UNSAAC,UNA,MEDICINA INTERNA,1
MEDICINA INTENSIVA,NA,2020,UNFV,UNFV,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,UNFV,UCSM,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,UNMSM,UNMSM,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,UNMSM,UNMSM,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,UNMSM,NA,NA,0
MEDICINA INTENSIVA,NA,2020,UPCH,UPCH,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,UPCH,NA,NA,0
MEDICINA INTENSIVA,NA,2020,UPAO,NA,NA,0
MEDICINA INTENSIVA,NA,2020,UPAO,UPAO,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,USMP,USMP,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2020,USMP,USMP,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2022,UCSUR,NA,NA,0
MEDICINA INTENSIVA,NA,2022,UNFV,NA,NA,0
MEDICINA INTENSIVA,NA,2022,UNMSM,UNMSM,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2022,UPLA,UPLA,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2022,URP,NA,NA,0
MEDICINA INTENSIVA,NA,2022,USMP,NA,NA,0
MEDICINA INTENSIVA,NA,2022,USMP,USMP,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2023,UNSA,UNSA,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2023,UNFV,UNFV,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2023,UNFV,NA,NA,0
MEDICINA INTENSIVA,NA,2023,UNMSM,UNMSM,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2023,UPAO,UPAO,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2023,USMP,USMP,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA,NA,2023,UPC,UPC,MEDICINA INTENSIVA,1
MEDICINA INTENSIVA PEDIATRICA,0,2013,UNFV,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2013,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2013,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2014,UCSM,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2014,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2014,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2014,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2015,UCSM,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2015,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2015,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2015,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2015,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2016,URP,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2017,UNFV,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2017,UCSM,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2017,UPCH,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2017,UCSM,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2017,URP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2017,URP,UNFV,NEONATOLOGIA,1
MEDICINA INTENSIVA PEDIATRICA,0,2017,URP,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2017,UPCH,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2018,UCSM,UCSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2018,UPCH,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2019,CENTRO 1,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2019,CENTRO 3,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2020,CONAREME,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2020,CONAREME,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2020,CONAREME,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,0,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,0,2022,NA,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2022,NA,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2022,NA,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2022,NA,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,0,2023,NA,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2023,NA,USMP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,0,2023,NA,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2013,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2014,UNMSM,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2014,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2014,URP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2014,USMP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2015,UNMSM,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2015,URP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2016,UCSM,UNSA,NEONATOLOGIA,1
MEDICINA INTENSIVA PEDIATRICA,1,2016,UNMSM,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2016,UPCH,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2016,URP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2016,USMP,USMP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2016,USMP,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2016,USMP,USMP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2017,UNFV,UNFV,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2017,URP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2017,UNMSM,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2017,UCSM,UCSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2017,UNMSM,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2017,URP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2018,UNMSM,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2018,UPCH,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2019,CENTRO 1,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2019,CENTRO 1,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2019,CENTRO 1,USMP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2019,SUR,UCSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2020,CONAREME,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2020,CONAREME,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2020,CONAREME,UNFV,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2020,CONAREME,USMP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2020,CONAREME,USMP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2020,CONAREME,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2020,CONAREME,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,1,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,1,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,1,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,1,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,1,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,1,2022,NA,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2022,NA,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2022,E,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2022,NA,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2022,NA,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2022,NA,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,URP,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,UNMSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,UNFV,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,1,2023,NA,UCSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,NA,2015,UPCH,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,NA,2015,URP,NA,NA,0
MEDICINA INTENSIVA PEDIATRICA,NA,2016,UCSM,UCSM,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,NA,2021,NA,NA,NA,NA
MEDICINA INTENSIVA PEDIATRICA,NA,2023,NA,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTENSIVA PEDIATRICA,NA,2023,NA,UPCH,MEDICINA INTENSIVA PEDIATRICA,1
MEDICINA INTERNA,0,2013,UCS,NA,NA,0
MEDICINA INTERNA,0,2013,UNA,NA,NA,0
MEDICINA INTERNA,0,2013,UNA,NA,NA,0
MEDICINA INTERNA,0,2013,UNC,NA,NA,0
MEDICINA INTERNA,0,2013,UNCP,NA,NA,0
MEDICINA INTERNA,0,2013,UNFV,NA,NA,0
MEDICINA INTERNA,0,2013,UNFV,NA,NA,0
MEDICINA INTERNA,0,2013,UNFV,NA,NA,0
MEDICINA INTERNA,0,2013,UNFV,NA,NA,0
MEDICINA INTERNA,0,2013,UNFV,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2013,UNP,NA,NA,0
MEDICINA INTERNA,0,2013,UNP,NA,NA,0
MEDICINA INTERNA,0,2013,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2013,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2013,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2013,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2013,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2013,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2013,UNSA,NA,NA,0
MEDICINA INTERNA,0,2013,UNSA,NA,NA,0
MEDICINA INTERNA,0,2013,UNSA,NA,NA,0
MEDICINA INTERNA,0,2013,UNSA,NA,NA,0
MEDICINA INTERNA,0,2013,UNSAAC,NA,NA,0
MEDICINA INTERNA,0,2013,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2013,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2013,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2013,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2013,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UNT,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPCH,NA,NA,0
MEDICINA INTERNA,0,2013,UPLA,NA,NA,0
MEDICINA INTERNA,0,2013,UPLA,NA,NA,0
MEDICINA INTERNA,0,2013,UPLA,NA,NA,0
MEDICINA INTERNA,0,2013,URP,NA,NA,0
MEDICINA INTERNA,0,2013,URP,NA,NA,0
MEDICINA INTERNA,0,2013,URP,NA,NA,0
MEDICINA INTERNA,0,2013,USMP,NA,NA,0
MEDICINA INTERNA,0,2013,USMP,NA,NA,0
MEDICINA INTERNA,0,2013,USMP,NA,NA,0
MEDICINA INTERNA,0,2013,USMP,NA,NA,0
MEDICINA INTERNA,0,2013,USP,NA,NA,0
MEDICINA INTERNA,0,2013,USP,NA,NA,0
MEDICINA INTERNA,0,2013,USP,NA,NA,0
MEDICINA INTERNA,0,2014,UCS,NA,NA,0
MEDICINA INTERNA,0,2014,UCS,NA,NA,0
MEDICINA INTERNA,0,2014,UCS,NA,NA,0
MEDICINA INTERNA,0,2014,UCS,NA,NA,0
MEDICINA INTERNA,0,2014,UCSM,NA,NA,0
MEDICINA INTERNA,0,2014,UCSM,NA,NA,0
MEDICINA INTERNA,0,2014,UCSM,NA,NA,0
MEDICINA INTERNA,0,2014,UCSM,NA,NA,0
MEDICINA INTERNA,0,2014,UCSM,NA,NA,0
MEDICINA INTERNA,0,2014,UCSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNC,NA,NA,0
MEDICINA INTERNA,0,2014,UNCP,NA,NA,0
MEDICINA INTERNA,0,2014,UNCP,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNFV,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2014,UNP,NA,NA,0
MEDICINA INTERNA,0,2014,UNP,NA,NA,0
MEDICINA INTERNA,0,2014,UNP,NA,NA,0
MEDICINA INTERNA,0,2014,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2014,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2014,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2014,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2014,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2014,UNPRG,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSA,NA,NA,0
MEDICINA INTERNA,0,2014,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2014,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2014,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2014,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2014,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2014,UNSLGI,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UNT,NA,NA,0
MEDICINA INTERNA,0,2014,UPAO,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPCH,NA,NA,0
MEDICINA INTERNA,0,2014,UPT,NA,NA,0
MEDICINA INTERNA,0,2014,URP,NA,NA,0
MEDICINA INTERNA,0,2014,URP,NA,NA,0
MEDICINA INTERNA,0,2014,URP,NA,NA,0
MEDICINA INTERNA,0,2014,URP,NA,NA,0
MEDICINA INTERNA,0,2014,URP,NA,NA,0
MEDICINA INTERNA,0,2014,USMP,NA,NA,0
MEDICINA INTERNA,0,2014,USMP,NA,NA,0
MEDICINA INTERNA,0,2014,USMP,NA,NA,0
MEDICINA INTERNA,0,2014,USMP,NA,NA,0
MEDICINA INTERNA,0,2014,USMP,NA,NA,0
MEDICINA INTERNA,0,2014,USMP,NA,NA,0
MEDICINA INTERNA,0,2014,USP,NA,NA,0
MEDICINA INTERNA,0,2014,USP,NA,NA,0
MEDICINA INTERNA,0,2014,USP,NA,NA,0
MEDICINA INTERNA,0,2014,USP,NA,NA,0
MEDICINA INTERNA,0,2015,UCS,NA,NA,0
MEDICINA INTERNA,0,2015,UCSM,NA,NA,0
MEDICINA INTERNA,0,2015,UCSM,NA,NA,0
MEDICINA INTERNA,0,2015,UCSM,NA,NA,0
MEDICINA INTERNA,0,2015,UCSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNA,NA,NA,0
MEDICINA INTERNA,0,2015,UNA,NA,NA,0
MEDICINA INTERNA,0,2015,UNA,NA,NA,0
MEDICINA INTERNA,0,2015,UNC,NA,NA,0
MEDICINA INTERNA,0,2015,UNCP,NA,NA,0
MEDICINA INTERNA,0,2015,UNCP,NA,NA,0
MEDICINA INTERNA,0,2015,UNFV,NA,NA,0
MEDICINA INTERNA,0,2015,UNFV,NA,NA,0
MEDICINA INTERNA,0,2015,UNFV,NA,NA,0
MEDICINA INTERNA,0,2015,UNFV,NA,NA,0
MEDICINA INTERNA,0,2015,UNFV,NA,NA,0
MEDICINA INTERNA,0,2015,UNFV,NA,NA,0
MEDICINA INTERNA,0,2015,UNFV,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
MEDICINA INTERNA,0,2015,UNMSM,NA,NA,0
